,,,,,,from days,from death,,,,,,,
15,0,0,3,230,1244136,21,2319,,,,,,,
20,0,0,4,230,1244136,21,2319,,,,,,,
20,0,0,3,229,1244146,20,2329,,,,,,,
7,0,0,1,230,1244157,21,2340,,,,,,,
14,0,0,2,230,1244157,21,2340,,,,,,,
21,0,0,3,230,1244157,21,2340,,,,,,,
15,0,0,2,229,1244184,20,2367,,,,,,,
23,0,0,3,229,1244191,20,2374,,,,,,,
17,0,0,2,229,1244201,20,2384,,,,,,,
22,0,0,3,229,1244204,20,2387,,,,,,,
9,0,0,1,229,1244223,20,2406,,,,,,,
18,0,0,2,229,1244223,20,2406,,,,,,,
19,0,0,2,229,1244254,20,2437,,,,,,,
10,0,0,1,229,1244262,20,2445,,,,,,,
20,0,0,2,229,1244262,20,2445,,,,,,,
23,0,0,2,229,1244270,20,2453,,,,,,,
21,0,0,2,229,1244278,20,2461,,,,,,,
12,0,0,1,229,1244292,20,2475,,,,,,,
24,0,0,2,229,1244292,20,2475,,,,,,,
11,0,0,1,229,1244301,20,2484,,,,,,,
22,0,0,2,229,1244301,20,2484,,,,,,,
13,0,0,1,229,1244311,20,2494,,,,,,,
15,0,0,1,229,1244339,20,2522,,,,,,,
14,0,0,1,229,1244350,20,2533,,,,,,,
16,0,0,1,229,1244355,20,2538,,,,,,,
18,0,0,1,229,1244363,20,2546,,,,,,,
17,0,0,1,229,1244373,20,2556,,,,,,,
19,0,0,1,229,1244389,20,2572,,,,,,,
20,0,0,1,229,1244391,20,2574,,,,,,,
21,0,0,1,229,1244392,20,2575,,,,,,,
22,0,0,1,229,1244405,20,2588,,,,,,,
23,0,0,1,229,1244408,20,2591,,,,,,,
24,0,0,1,229,1244414,20,2597,,,,,,,
1,0,0,0,229,1244544,20,2727,,,,,,,
2,0,0,0,229,1244544,20,2727,,,,,,,
3,0,0,0,229,1244544,20,2727,,,,,,,
4,0,0,0,229,1244544,20,2727,,,,,,,
5,0,0,0,229,1244544,20,2727,,,,,,,
6,0,0,0,229,1244544,20,2727,,,,,,,
7,0,0,0,229,1244544,20,2727,,,,,,,
8,0,0,0,229,1244544,20,2727,,,,,,,
9,0,0,0,229,1244544,20,2727,,,,,,,
10,0,0,0,229,1244544,20,2727,,,,,,,
11,0,0,0,229,1244544,20,2727,,,,,,,
12,0,0,0,229,1244544,20,2727,,,,,,,
13,0,0,0,229,1244544,20,2727,,,,,,,
14,0,0,0,229,1244544,20,2727,,,,,,,
15,0,0,0,229,1244544,20,2727,,,,,,,
16,0,0,0,229,1244544,20,2727,,,,,,,
17,0,0,0,229,1244544,20,2727,,,,,,,
18,0,0,0,229,1244544,20,2727,,,,,,,
19,0,0,0,229,1244544,20,2727,,,,,,,
20,0,0,0,229,1244544,20,2727,,,,,,,
21,0,0,0,229,1244544,20,2727,,,,,,,
22,0,0,0,229,1244544,20,2727,,,,,,,
23,0,0,0,229,1244544,20,2727,,,,,,,
24,0,0,0,229,1244544,20,2727,,,,,,,
20,0,1,13,219,1246957,10,5140,,,,,,,
23,0,1,22,219,1246967,10,5150,,,,,,,
23,0,1,20,219,1246971,10,5154,,,,,,,
24,0,1,19,215,1246981,6,5164,,,,,,,
24,0,1,21,219,1246986,10,5169,,,,,,,
22,0,1,16,219,1246989,10,5172,,,,,,,
22,0,1,22,218,1246989,9,5172,,,,,,,
24,0,1,24,218,1246989,9,5172,,,,,,,
21,0,1,22,218,1246993,9,5176,,,,,,,
23,0,1,24,218,1246994,9,5177,,,,,,,
21,0,1,17,218,1246999,9,5182,,,,,,,
20,0,1,22,219,1247003,10,5186,,,,,,,
23,0,1,10,219,1247005,10,5188,,,,,,,
22,0,1,15,219,1247009,10,5192,,,,,,,
20,0,1,23,219,1247017,10,5200,,,,,,,
21,0,1,14,219,1247025,10,5208,,,,,,,
22,0,1,20,218,1247025,9,5208,,,,,,,
22,0,1,18,219,1247028,10,5211,,,,,,,
24,0,1,15,219,1247029,10,5212,,,,,,,
19,0,1,23,218,1247031,9,5214,,,,,,,
24,0,1,14,218,1247031,9,5214,,,,,,,
23,0,1,21,219,1247033,10,5216,,,,,,,
21,0,1,20,218,1247036,9,5219,,,,,,,
22,0,1,19,219,1247036,10,5219,,,,,,,
20,0,1,20,218,1247037,9,5220,,,,,,,
24,0,1,17,219,1247037,10,5220,,,,,,,
23,0,1,17,219,1247041,10,5224,,,,,,,
20,0,1,19,218,1247042,9,5225,,,,,,,
20,0,1,21,218,1247042,9,5225,,,,,,,
22,0,1,24,218,1247042,9,5225,,,,,,,
22,0,1,13,214,1247043,5,5226,,,,,,,
23,0,1,13,219,1247043,10,5226,,,,,,,
22,0,1,10,214,1247045,5,5228,,,,,,,
23,0,1,11,218,1247045,9,5228,,,,,,,
20,0,1,24,219,1247047,10,5230,,,,,,,
24,0,1,20,218,1247048,9,5231,,,,,,,
24,0,1,16,219,1247049,10,5232,,,,,,,
22,0,1,23,218,1247052,9,5235,,,,,,,
22,0,1,11,219,1247056,10,5239,,,,,,,
16,0,1,10,218,1247058,9,5241,,,,,,,
18,0,1,21,218,1247058,9,5241,,,,,,,
21,0,1,10,218,1247058,9,5241,,,,,,,
24,0,1,18,218,1247058,9,5241,,,,,,,
18,0,1,16,218,1247059,9,5242,,,,,,,
21,0,1,8,219,1247059,10,5242,,,,,,,
23,0,1,15,218,1247062,9,5245,,,,,,,
24,0,1,23,219,1247062,10,5245,,,,,,,
24,0,1,12,214,1247063,5,5246,,,,,,,
23,0,1,14,214,1247064,5,5247,,,,,,,
22,0,1,21,218,1247065,9,5248,,,,,,,
24,0,1,9,218,1247065,9,5248,,,,,,,
24,0,1,10,218,1247065,9,5248,,,,,,,
15,0,1,20,218,1247066,9,5249,,,,,,,
19,0,1,22,219,1247066,10,5249,,,,,,,
20,0,1,12,215,1247067,6,5250,,,,,,,
21,0,1,12,218,1247069,9,5252,,,,,,,
24,0,1,22,218,1247070,9,5253,,,,,,,
17,0,1,16,218,1247071,9,5254,,,,,,,
19,0,1,17,218,1247074,9,5257,,,,,,,
23,0,1,16,219,1247074,10,5257,,,,,,,
22,0,1,17,214,1247075,5,5258,,,,,,,
17,0,1,9,218,1247077,9,5260,,,,,,,
18,0,1,20,218,1247078,9,5261,,,,,,,
17,0,1,8,219,1247079,10,5262,,,,,,,
20,0,1,6,219,1247079,10,5262,,,,,,,
19,0,1,13,219,1247080,10,5263,,,,,,,
22,0,1,12,218,1247083,9,5266,,,,,,,
23,0,1,9,219,1247083,10,5266,,,,,,,
18,0,1,12,214,1247087,5,5270,,,,,,,
19,0,1,14,218,1247087,9,5270,,,,,,,
21,0,1,9,219,1247088,10,5271,,,,,,,
16,0,1,13,215,1247089,6,5272,,,,,,,
24,0,1,6,214,1247093,5,5276,,,,,,,
23,0,1,5,214,1247094,5,5277,,,,,,,
18,0,1,24,218,1247095,9,5278,,,,,,,
18,0,1,13,218,1247097,9,5280,,,,,,,
21,0,1,16,219,1247098,10,5281,,,,,,,
20,0,1,15,219,1247101,10,5284,,,,,,,
22,0,1,9,218,1247101,9,5284,,,,,,,
19,0,1,12,214,1247102,5,5285,,,,,,,
19,0,1,15,214,1247103,5,5286,,,,,,,
19,0,1,11,214,1247104,5,5287,,,,,,,
21,0,1,21,219,1247104,10,5287,,,,,,,
13,0,1,21,218,1247105,9,5288,,,,,,,
20,0,1,16,219,1247105,10,5288,,,,,,,
19,0,1,16,218,1247106,9,5289,,,,,,,
20,0,1,9,214,1247106,5,5289,,,,,,,
15,0,1,23,218,1247107,9,5290,,,,,,,
20,0,1,8,219,1247107,10,5290,,,,,,,
22,0,1,8,219,1247107,10,5290,,,,,,,
17,0,1,7,219,1247108,10,5291,,,,,,,
15,0,1,15,218,1247111,9,5294,,,,,,,
17,0,1,21,219,1247112,10,5295,,,,,,,
21,0,1,13,219,1247112,10,5295,,,,,,,
14,0,1,12,218,1247114,9,5297,,,,,,,
23,0,1,8,214,1247114,5,5297,,,,,,,
19,0,1,9,214,1247115,5,5298,,,,,,,
23,0,1,19,219,1247116,10,5299,,,,,,,
18,0,1,11,218,1247117,9,5300,,,,,,,
22,0,1,5,214,1247117,5,5300,,,,,,,
21,0,1,23,214,1247118,5,5301,,,,,,,
21,0,1,19,219,1247119,10,5302,,,,,,,
24,0,1,13,218,1247119,9,5302,,,,,,,
17,0,1,6,219,1247125,10,5308,,,,,,,
21,0,1,11,218,1247125,9,5308,,,,,,,
23,0,1,23,218,1247125,9,5308,,,,,,,
23,0,1,4,214,1247130,5,5313,,,,,,,
21,0,1,6,219,1247132,10,5315,,,,,,,
19,0,1,24,218,1247133,9,5316,,,,,,,
17,0,1,13,214,1247134,5,5317,,,,,,,
22,0,1,14,218,1247134,9,5317,,,,,,,
23,0,1,18,218,1247134,9,5317,,,,,,,
14,0,1,24,215,1247136,6,5319,,,,,,,
24,0,1,11,218,1247136,9,5319,,,,,,,
21,0,1,15,218,1247137,9,5320,,,,,,,
21,0,1,18,218,1247137,9,5320,,,,,,,
19,0,1,20,218,1247141,9,5324,,,,,,,
14,0,1,13,218,1247142,9,5325,,,,,,,
17,0,1,14,219,1247142,10,5325,,,,,,,
23,0,1,12,219,1247142,10,5325,,,,,,,
15,0,1,10,218,1247143,9,5326,,,,,,,
20,0,1,7,214,1247144,5,5327,,,,,,,
23,0,1,7,218,1247144,9,5327,,,,,,,
18,0,1,10,219,1247145,10,5328,,,,,,,
24,0,1,5,218,1247145,9,5328,,,,,,,
18,0,1,6,214,1247146,5,5329,,,,,,,
24,0,1,7,218,1247146,9,5329,,,,,,,
16,0,1,7,219,1247147,10,5330,,,,,,,
18,0,1,22,219,1247148,10,5331,,,,,,,
20,0,1,11,218,1247148,9,5331,,,,,,,
16,0,1,8,218,1247149,9,5332,,,,,,,
17,0,1,15,218,1247149,9,5332,,,,,,,
19,0,1,21,219,1247150,10,5333,,,,,,,
14,0,1,23,218,1247151,9,5334,,,,,,,
16,0,1,23,219,1247151,10,5334,,,,,,,
13,0,1,19,218,1247152,9,5335,,,,,,,
16,0,1,19,215,1247152,6,5335,,,,,,,
16,0,1,20,219,1247152,10,5335,,,,,,,
17,0,1,22,218,1247152,9,5335,,,,,,,
20,0,1,14,218,1247152,9,5335,,,,,,,
12,0,1,15,219,1247154,10,5337,,,,,,,
17,0,1,24,218,1247154,9,5337,,,,,,,
18,0,1,14,218,1247154,9,5337,,,,,,,
12,0,1,21,218,1247155,9,5338,,,,,,,
21,0,2,18,215,1247155,6,5338,,,,,,,
23,0,2,14,218,1247155,9,5338,,,,,,,
16,0,1,17,214,1247156,5,5339,,,,,,,
17,0,1,17,219,1247156,10,5339,,,,,,,
13,0,1,12,218,1247158,9,5341,,,,,,,
15,0,1,9,214,1247158,5,5341,,,,,,,
18,0,1,18,218,1247158,9,5341,,,,,,,
18,0,1,19,218,1247158,9,5341,,,,,,,
19,0,1,8,214,1247161,5,5344,,,,,,,
19,0,1,4,214,1247163,5,5346,,,,,,,
19,0,1,7,218,1247163,9,5346,,,,,,,
20,0,1,18,218,1247163,9,5346,,,,,,,
13,0,1,10,218,1247164,9,5347,,,,,,,
23,0,1,3,214,1247164,5,5347,,,,,,,
16,0,1,11,218,1247165,9,5348,,,,,,,
20,0,1,17,218,1247165,9,5348,,,,,,,
13,0,1,24,215,1247166,6,5349,,,,,,,
14,0,1,9,219,1247168,10,5351,,,,,,,
16,0,1,22,215,1247170,6,5353,,,,,,,
20,0,1,4,214,1247170,5,5353,,,,,,,
22,0,1,7,218,1247170,9,5353,,,,,,,
14,0,1,18,219,1247171,10,5354,,,,,,,
20,0,1,10,218,1247171,9,5354,,,,,,,
18,0,1,23,218,1247172,9,5355,,,,,,,
24,0,1,8,219,1247172,10,5355,,,,,,,
12,0,1,19,218,1247173,9,5356,,,,,,,
15,0,1,12,219,1247173,10,5356,,,,,,,
21,0,1,24,218,1247173,9,5356,,,,,,,
14,0,1,16,218,1247174,9,5357,,,,,,,
15,0,1,24,218,1247174,9,5357,,,,,,,
16,0,1,9,214,1247176,5,5359,,,,,,,
24,0,1,4,218,1247176,9,5359,,,,,,,
12,0,1,6,215,1247177,6,5360,,,,,,,
18,0,1,9,219,1247177,10,5360,,,,,,,
24,0,2,12,215,1247177,6,5360,,,,,,,
19,0,1,10,218,1247178,9,5361,,,,,,,
11,0,1,20,218,1247179,9,5362,,,,,,,
18,0,1,5,219,1247179,10,5362,,,,,,,
18,0,1,7,219,1247180,10,5363,,,,,,,
12,0,1,8,218,1247181,9,5364,,,,,,,
21,0,1,5,214,1247181,5,5364,,,,,,,
24,0,2,16,218,1247181,9,5364,,,,,,,
17,0,1,23,215,1247182,6,5365,,,,,,,
19,0,1,18,218,1247182,9,5365,,,,,,,
17,0,1,10,219,1247183,10,5366,,,,,,,
15,0,1,19,219,1247184,10,5367,,,,,,,
18,0,1,15,218,1247184,9,5367,,,,,,,
18,0,1,17,219,1247185,10,5368,,,,,,,
15,0,1,21,218,1247186,9,5369,,,,,,,
16,0,1,15,219,1247187,10,5370,,,,,,,
17,0,1,12,218,1247187,9,5370,,,,,,,
13,0,1,9,219,1247188,10,5371,,,,,,,
11,0,1,8,218,1247189,9,5372,,,,,,,
17,0,1,5,214,1247189,5,5372,,,,,,,
22,0,2,16,218,1247189,9,5372,,,,,,,
14,0,1,19,215,1247190,6,5373,,,,,,,
23,0,1,6,218,1247190,9,5373,,,,,,,
14,0,1,22,218,1247191,9,5374,,,,,,,
17,0,1,19,218,1247191,9,5374,,,,,,,
18,0,1,8,218,1247191,9,5374,,,,,,,
12,0,1,14,218,1247192,9,5375,,,,,,,
19,0,1,19,218,1247192,9,5375,,,,,,,
22,0,1,6,218,1247194,9,5377,,,,,,,
13,0,1,15,218,1247197,9,5380,,,,,,,
24,0,1,3,214,1247197,5,5380,,,,,,,
17,0,1,11,218,1247198,9,5381,,,,,,,
23,0,1,2,214,1247198,5,5381,,,,,,,
12,0,1,16,218,1247199,9,5382,,,,,,,
14,0,1,14,218,1247199,9,5382,,,,,,,
15,0,1,7,219,1247200,10,5383,,,,,,,
15,0,1,13,219,1247200,10,5383,,,,,,,
15,0,1,18,218,1247201,9,5384,,,,,,,
13,0,1,8,214,1247202,5,5385,,,,,,,
19,0,1,6,218,1247203,9,5386,,,,,,,
14,0,1,21,218,1247204,9,5387,,,,,,,
22,0,2,19,215,1247206,6,5389,,,,,,,
21,0,1,3,218,1247207,9,5390,,,,,,,
21,0,2,15,219,1247208,10,5391,,,,,,,
13,0,1,14,214,1247209,5,5392,,,,,,,
14,0,1,20,214,1247209,5,5392,,,,,,,
13,0,1,11,218,1247210,9,5393,,,,,,,
22,0,2,15,218,1247211,9,5394,,,,,,,
13,0,1,23,219,1247212,10,5395,,,,,,,
15,0,1,6,218,1247212,9,5395,,,,,,,
11,0,1,13,218,1247213,9,5396,,,,,,,
16,0,1,14,218,1247213,9,5396,,,,,,,
12,0,1,11,219,1247214,10,5397,,,,,,,
24,0,2,22,219,1247214,10,5397,,,,,,,
11,0,1,21,218,1247215,9,5398,,,,,,,
19,0,1,3,214,1247216,5,5399,,,,,,,
24,0,1,2,218,1247216,9,5399,,,,,,,
12,0,1,13,218,1247217,9,5400,,,,,,,
16,0,1,12,218,1247217,9,5400,,,,,,,
16,0,1,16,218,1247217,9,5400,,,,,,,
22,0,1,3,218,1247218,9,5401,,,,,,,
21,0,1,7,218,1247220,9,5403,,,,,,,
22,0,1,4,214,1247220,5,5403,,,,,,,
23,0,2,19,218,1247221,9,5404,,,,,,,
19,0,1,5,218,1247223,9,5406,,,,,,,
21,0,1,2,214,1247223,5,5406,,,,,,,
11,0,1,9,218,1247224,9,5407,,,,,,,
22,0,2,18,218,1247224,9,5407,,,,,,,
12,0,1,23,218,1247226,9,5409,,,,,,,
16,0,1,18,218,1247226,9,5409,,,,,,,
23,0,2,23,219,1247227,10,5410,,,,,,,
13,0,1,13,218,1247229,9,5412,,,,,,,
10,0,1,9,218,1247230,9,5413,,,,,,,
11,0,1,19,218,1247230,9,5413,,,,,,,
20,0,2,18,218,1247230,9,5413,,,,,,,
20,0,1,3,214,1247232,5,5415,,,,,,,
10,0,1,23,218,1247235,9,5418,,,,,,,
16,0,1,24,218,1247235,9,5418,,,,,,,
22,0,1,2,218,1247236,9,5419,,,,,,,
21,0,1,4,214,1247239,5,5422,,,,,,,
24,0,2,13,219,1247239,10,5422,,,,,,,
17,0,1,20,218,1247240,9,5423,,,,,,,
20,0,1,5,218,1247240,9,5423,,,,,,,
15,0,1,16,218,1247241,9,5424,,,,,,,
17,0,1,18,218,1247241,9,5424,,,,,,,
14,0,1,10,218,1247244,9,5427,,,,,,,
15,0,1,11,218,1247244,9,5427,,,,,,,
21,0,2,14,214,1247245,5,5428,,,,,,,
23,0,2,21,214,1247245,5,5428,,,,,,,
16,0,1,6,218,1247249,9,5432,,,,,,,
14,0,1,8,214,1247251,5,5434,,,,,,,
11,0,1,22,218,1247252,9,5435,,,,,,,
12,0,1,10,219,1247252,10,5435,,,,,,,
17,0,1,3,214,1247252,5,5435,,,,,,,
21,0,2,21,215,1247252,6,5435,,,,,,,
24,0,2,20,219,1247252,10,5435,,,,,,,
21,0,2,22,218,1247253,9,5436,,,,,,,
13,0,1,18,214,1247254,5,5437,,,,,,,
24,0,1,1,218,1247254,9,5437,,,,,,,
10,0,1,14,218,1247255,9,5438,,,,,,,
11,0,1,15,218,1247255,9,5438,,,,,,,
21,0,2,12,214,1247256,5,5439,,,,,,,
14,0,1,11,218,1247259,9,5442,,,,,,,
20,0,1,2,218,1247259,9,5442,,,,,,,
21,0,2,19,218,1247259,9,5442,,,,,,,
15,0,1,22,218,1247260,9,5443,,,,,,,
16,0,1,21,218,1247260,9,5443,,,,,,,
15,0,1,4,214,1247261,5,5444,,,,,,,
19,0,2,23,218,1247261,9,5444,,,,,,,
10,0,1,17,218,1247262,9,5445,,,,,,,
10,0,1,19,218,1247262,9,5445,,,,,,,
17,0,1,4,218,1247263,9,5446,,,,,,,
23,0,2,11,218,1247263,9,5446,,,,,,,
10,0,1,24,218,1247264,9,5447,,,,,,,
12,0,1,18,218,1247264,9,5447,,,,,,,
23,0,2,8,218,1247264,9,5447,,,,,,,
24,0,2,11,218,1247264,9,5447,,,,,,,
9,0,1,16,215,1247265,6,5448,,,,,,,
12,0,1,12,219,1247265,10,5448,,,,,,,
15,0,1,14,218,1247265,9,5448,,,,,,,
19,0,2,17,218,1247265,9,5448,,,,,,,
22,0,2,11,218,1247265,9,5448,,,,,,,
23,0,1,1,218,1247265,9,5448,,,,,,,
24,0,2,24,219,1247265,10,5448,,,,,,,
11,0,1,23,218,1247266,9,5449,,,,,,,
21,0,2,23,218,1247266,9,5449,,,,,,,
24,0,2,15,219,1247266,10,5449,,,,,,,
21,0,2,11,214,1247267,5,5450,,,,,,,
23,0,2,24,219,1247267,10,5450,,,,,,,
16,0,1,5,218,1247268,9,5451,,,,,,,
22,0,1,1,218,1247268,9,5451,,,,,,,
15,0,1,8,218,1247269,9,5452,,,,,,,
24,0,2,9,219,1247269,10,5452,,,,,,,
14,0,1,15,218,1247270,9,5453,,,,,,,
12,0,1,24,215,1247272,6,5455,,,,,,,
13,0,1,5,218,1247273,9,5456,,,,,,,
24,0,2,23,214,1247274,5,5457,,,,,,,
12,0,1,9,218,1247276,9,5459,,,,,,,
19,0,1,2,218,1247276,9,5459,,,,,,,
24,0,2,18,218,1247276,9,5459,,,,,,,
18,0,1,3,214,1247277,5,5460,,,,,,,
21,0,2,13,218,1247277,9,5460,,,,,,,
24,0,2,7,219,1247279,10,5462,,,,,,,
24,0,2,17,219,1247280,10,5463,,,,,,,
14,0,1,6,218,1247282,9,5465,,,,,,,
18,0,1,4,214,1247282,5,5465,,,,,,,
21,0,2,17,218,1247282,9,5465,,,,,,,
14,0,1,17,218,1247285,9,5468,,,,,,,
12,0,1,22,218,1247286,9,5469,,,,,,,
17,0,1,2,218,1247287,9,5470,,,,,,,
21,0,1,1,218,1247289,9,5472,,,,,,,
24,0,1,0,218,1247289,9,5472,,,,,,,
20,0,1,1,218,1247291,9,5474,,,,,,,
12,0,1,4,219,1247293,10,5476,,,,,,,
24,0,2,8,219,1247293,10,5476,,,,,,,
13,0,1,6,218,1247294,9,5477,,,,,,,
18,0,1,2,214,1247294,5,5477,,,,,,,
9,0,1,19,218,1247295,9,5478,,,,,,,
14,0,1,4,218,1247296,9,5479,,,,,,,
23,0,2,20,218,1247296,9,5479,,,,,,,
13,0,1,17,218,1247298,9,5481,,,,,,,
23,0,2,13,214,1247298,5,5481,,,,,,,
10,0,1,11,215,1247299,6,5482,,,,,,,
10,0,1,13,218,1247299,9,5482,,,,,,,
20,0,2,22,215,1247299,6,5482,,,,,,,
19,0,1,1,214,1247300,5,5483,,,,,,,
23,0,1,0,218,1247300,9,5483,,,,,,,
10,0,1,20,218,1247301,9,5484,,,,,,,
12,0,1,17,214,1247302,5,5485,,,,,,,
8,0,1,18,218,1247303,9,5486,,,,,,,
10,0,1,16,218,1247304,9,5487,,,,,,,
22,0,2,17,218,1247304,9,5487,,,,,,,
14,0,1,7,218,1247306,9,5489,,,,,,,
23,0,2,10,218,1247307,9,5490,,,,,,,
13,0,1,16,218,1247308,9,5491,,,,,,,
15,0,1,3,214,1247308,5,5491,,,,,,,
11,0,1,7,218,1247309,9,5492,,,,,,,
22,0,2,14,218,1247309,9,5492,,,,,,,
23,0,2,17,218,1247310,9,5493,,,,,,,
15,0,1,17,214,1247312,5,5495,,,,,,,
11,0,1,14,218,1247313,9,5496,,,,,,,
22,0,1,0,218,1247313,9,5496,,,,,,,
23,0,2,18,214,1247313,5,5496,,,,,,,
12,0,1,3,218,1247314,9,5497,,,,,,,
24,0,2,6,218,1247314,9,5497,,,,,,,
16,0,1,3,214,1247315,5,5498,,,,,,,
13,0,1,7,218,1247316,9,5499,,,,,,,
23,0,2,16,214,1247318,5,5501,,,,,,,
18,0,2,19,218,1247319,9,5502,,,,,,,
10,0,1,21,218,1247320,9,5503,,,,,,,
17,0,1,1,218,1247320,9,5503,,,,,,,
23,0,2,12,218,1247320,9,5503,,,,,,,
20,0,2,23,214,1247321,5,5504,,,,,,,
22,0,2,21,219,1247321,10,5504,,,,,,,
16,0,1,4,218,1247322,9,5505,,,,,,,
14,0,1,5,218,1247323,9,5506,,,,,,,
24,0,2,21,218,1247323,9,5506,,,,,,,
10,0,1,22,214,1247324,5,5507,,,,,,,
11,0,1,11,218,1247324,9,5507,,,,,,,
13,0,1,4,218,1247324,9,5507,,,,,,,
15,0,1,5,218,1247324,9,5507,,,,,,,
21,0,2,9,214,1247324,5,5507,,,,,,,
22,0,2,22,218,1247324,9,5507,,,,,,,
13,0,1,22,215,1247325,6,5508,,,,,,,
21,0,1,0,218,1247325,9,5508,,,,,,,
21,0,2,16,218,1247325,9,5508,,,,,,,
9,0,1,17,214,1247326,5,5509,,,,,,,
22,0,2,13,214,1247326,5,5509,,,,,,,
11,0,1,6,218,1247328,9,5511,,,,,,,
11,0,1,24,218,1247328,9,5511,,,,,,,
13,0,1,3,218,1247328,9,5511,,,,,,,
22,0,2,12,218,1247328,9,5511,,,,,,,
8,0,1,17,218,1247329,9,5512,,,,,,,
11,0,1,5,219,1247330,10,5513,,,,,,,
11,0,1,12,214,1247330,5,5513,,,,,,,
22,0,2,10,219,1247330,10,5513,,,,,,,
22,0,2,24,214,1247330,5,5513,,,,,,,
14,0,1,3,218,1247331,9,5514,,,,,,,
18,0,1,1,218,1247331,9,5514,,,,,,,
12,0,1,5,218,1247332,9,5515,,,,,,,
22,0,2,23,214,1247332,5,5515,,,,,,,
24,0,2,10,218,1247332,9,5515,,,,,,,
19,0,2,15,218,1247333,9,5516,,,,,,,
14,0,1,2,214,1247334,5,5517,,,,,,,
18,0,2,17,218,1247335,9,5518,,,,,,,
10,0,1,15,218,1247336,9,5519,,,,,,,
23,0,2,15,218,1247336,9,5519,,,,,,,
19,0,2,22,218,1247337,9,5520,,,,,,,
9,0,1,22,218,1247339,9,5522,,,,,,,
9,0,1,21,218,1247340,9,5523,,,,,,,
20,0,1,0,218,1247340,9,5523,,,,,,,
24,0,2,5,218,1247340,9,5523,,,,,,,
24,0,2,19,214,1247340,5,5523,,,,,,,
10,0,1,12,219,1247342,10,5525,,,,,,,
20,0,2,24,219,1247342,10,5525,,,,,,,
19,0,2,19,214,1247344,5,5527,,,,,,,
16,0,2,13,218,1247345,9,5528,,,,,,,
12,0,1,20,218,1247348,9,5531,,,,,,,
15,0,1,2,218,1247348,9,5531,,,,,,,
16,0,1,2,214,1247348,5,5531,,,,,,,
19,0,2,14,219,1247348,10,5531,,,,,,,
12,0,1,7,214,1247349,5,5532,,,,,,,
20,0,2,19,219,1247349,10,5532,,,,,,,
24,0,2,14,214,1247349,5,5532,,,,,,,
9,0,1,11,215,1247350,6,5533,,,,,,,
18,0,2,22,215,1247350,6,5533,,,,,,,
21,0,2,10,218,1247351,9,5534,,,,,,,
20,0,2,15,219,1247352,10,5535,,,,,,,
9,0,1,14,215,1247354,6,5537,,,,,,,
18,0,2,9,218,1247354,9,5537,,,,,,,
19,0,1,0,218,1247355,9,5538,,,,,,,
23,0,2,22,214,1247355,5,5538,,,,,,,
8,0,1,22,218,1247356,9,5539,,,,,,,
10,0,1,10,218,1247356,9,5539,,,,,,,
20,0,2,20,218,1247356,9,5539,,,,,,,
8,0,1,21,215,1247358,6,5541,,,,,,,
21,0,2,20,214,1247359,5,5542,,,,,,,
11,0,1,10,219,1247361,10,5544,,,,,,,
22,0,2,20,219,1247361,10,5544,,,,,,,
10,0,1,8,214,1247362,5,5545,,,,,,,
20,0,2,16,214,1247362,5,5545,,,,,,,
8,0,1,19,218,1247363,9,5546,,,,,,,
19,0,2,11,218,1247363,9,5546,,,,,,,
10,0,1,7,218,1247364,9,5547,,,,,,,
20,0,2,14,218,1247364,9,5547,,,,,,,
23,0,2,9,214,1247364,5,5547,,,,,,,
8,0,1,10,215,1247366,6,5549,,,,,,,
16,0,2,20,215,1247366,6,5549,,,,,,,
19,0,2,10,214,1247366,5,5549,,,,,,,
22,0,2,9,218,1247367,9,5550,,,,,,,
9,0,1,6,218,1247369,9,5552,,,,,,,
18,0,2,12,218,1247369,9,5552,,,,,,,
9,0,1,10,218,1247370,9,5553,,,,,,,
18,0,2,20,218,1247370,9,5553,,,,,,,
18,0,2,23,219,1247370,10,5553,,,,,,,
20,0,2,13,219,1247370,10,5553,,,,,,,
16,0,2,23,219,1247372,10,5555,,,,,,,
17,0,2,16,215,1247372,6,5555,,,,,,,
19,0,2,21,218,1247372,9,5555,,,,,,,
9,0,1,20,218,1247373,9,5556,,,,,,,
18,0,1,0,218,1247373,9,5556,,,,,,,
21,0,2,8,214,1247374,5,5557,,,,,,,
13,0,1,20,214,1247376,5,5559,,,,,,,
16,0,1,1,218,1247376,9,5559,,,,,,,
17,0,2,15,215,1247377,6,5560,,,,,,,
19,0,2,12,218,1247377,9,5560,,,,,,,
21,0,2,7,219,1247377,10,5560,,,,,,,
8,0,1,16,214,1247378,5,5561,,,,,,,
19,0,2,18,219,1247379,10,5562,,,,,,,
11,0,1,3,218,1247380,9,5563,,,,,,,
22,0,2,6,218,1247380,9,5563,,,,,,,
17,0,2,12,215,1247381,6,5564,,,,,,,
18,0,2,13,218,1247381,9,5564,,,,,,,
20,0,2,11,214,1247382,5,5565,,,,,,,
21,0,2,24,218,1247383,9,5566,,,,,,,
15,0,1,1,218,1247386,9,5569,,,,,,,
10,0,1,6,218,1247388,9,5571,,,,,,,
20,0,2,12,218,1247388,9,5571,,,,,,,
20,0,2,21,218,1247389,9,5572,,,,,,,
17,0,1,0,218,1247391,9,5574,,,,,,,
10,0,1,18,218,1247393,9,5576,,,,,,,
24,0,2,3,214,1247396,5,5579,,,,,,,
